,pclass,survived,sex,age,sibsp,parch,ticket,cabin,embarked,boat,body
862,3,1,female,22.0,0,0,7548,,S,C,
863,3,0,male,28.0,0,0,349243,,S,,306.0
864,3,0,female,28.0,0,0,347086,,S,,
865,3,0,female,0.0,0,0,382649,,Q,,
866,3,1,female,2.0,0,1,3101298,,S,15,
867,3,1,female,22.0,1,1,3101298,,S,15,
868,3,0,male,43.0,0,0,C 7075,,S,,
869,3,0,male,28.0,0,0,C 4001,,S,,
870,3,1,female,27.0,0,0,STON/O2. 3101283,,S,,
871,3,0,male,0.0,0,0,370377,,Q,,
872,3,1,female,0.0,0,0,A. 2. 39186,,S,C,
873,3,0,male,42.0,0,0,348121,F G63,S,,120.0
874,3,1,male,0.0,0,0,3470,,S,C,
875,3,0,male,30.0,0,0,2685,,C,,
876,3,0,male,0.0,0,0,349220,,S,,
877,3,0,female,27.0,1,0,STON/O2. 3101270,,S,,
878,3,0,female,25.0,1,0,STON/O2. 3101271,,S,,
879,3,0,male,0.0,0,0,349201,,S,,
880,3,1,male,29.0,0,0,349240,,C,15,
881,3,1,male,21.0,0,0,350034,,S,A,
882,3,0,male,0.0,0,0,SOTON/O.Q. 3101305,,S,,
883,3,0,male,20.0,0,0,350050,,S,,
884,3,0,male,48.0,0,0,350047,,S,,
885,3,0,male,17.0,1,0,350048,,S,,
886,3,1,female,0.0,0,0,14313,,Q,D,
887,3,1,male,0.0,0,0,65306,,S,13,
888,3,0,male,34.0,0,0,3101264,,S,,143.0
889,3,1,male,26.0,0,0,347070,,S,15,
890,3,0,male,22.0,0,0,350052,,S,,156.0
891,3,0,male,33.0,0,0,7540,,S,,285.0
892,3,0,male,31.0,0,0,347063,,S,,
893,3,0,male,29.0,0,0,347467,,S,,
894,3,1,male,4.0,1,1,347742,,S,15,
895,3,1,female,1.0,1,1,347742,,S,15,
896,3,0,male,49.0,0,0,LINE,,S,,
897,3,0,male,33.0,0,0,347062,,S,,37.0
898,3,0,male,19.0,0,0,LINE,,S,,
899,3,1,female,27.0,0,2,347742,,S,15,
900,3,0,male,0.0,1,2,W./C. 6607,,S,,
901,3,0,female,0.0,1,2,W./C. 6607,,S,,
902,3,0,male,0.0,1,2,W./C. 6607,,S,,
903,3,0,female,0.0,1,2,W./C. 6607,,S,,
904,3,0,male,23.0,0,0,349204,,S,,
905,3,1,male,32.0,0,0,350417,,S,15,
906,3,0,male,27.0,0,0,350408,,S,,
907,3,0,female,20.0,1,0,4136,,S,,
908,3,0,female,21.0,1,0,4137,,S,,
909,3,1,male,32.0,0,0,STON/O 2. 3101286,,S,15,
910,3,0,male,17.0,0,0,STON/O 2. 3101274,,S,,
911,3,0,male,21.0,0,0,8475,,S,,
912,3,0,male,30.0,0,0,349246,,S,,
913,3,1,male,21.0,0,0,350053,,S,13,
914,3,0,male,33.0,0,0,347465,,S,,
915,3,0,male,22.0,0,0,350060,,S,,
916,3,1,female,4.0,0,1,349256,,C,15,
917,3,1,male,39.0,0,1,349256,,C,15,
918,3,0,male,0.0,0,0,2700,,C,,
919,3,0,male,18.5,0,0,2682,,C,,58.0
920,3,0,male,0.0,0,0,12460,,Q,,
921,3,0,male,0.0,0,0,323592,,S,A,
922,3,1,female,0.0,0,0,9234,,Q,16,
923,3,1,female,0.0,0,0,14312,,Q,D,
924,3,0,male,34.5,0,0,330911,,Q,,70.0
925,3,0,male,44.0,0,0,363592,,S,,
926,3,1,male,0.0,0,0,368783,,Q,,
927,3,0,male,0.0,1,0,2660,,C,,
928,3,0,female,0.0,1,0,2660,,C,,
929,3,0,male,0.0,1,0,367227,,Q,,
930,3,0,male,0.0,1,0,367229,,Q,,
931,3,0,male,0.0,0,0,36865,,Q,,
932,3,0,female,22.0,2,0,315152,,S,,
933,3,0,male,26.0,2,0,315151,,S,,
934,3,1,female,4.0,0,2,315153,,S,2,
935,3,1,male,29.0,3,1,315153,,S,2,
936,3,1,female,26.0,1,1,315153,,S,2,
937,3,0,female,1.0,1,1,350405,,S,,
938,3,0,male,18.0,1,1,350404,,S,,
939,3,0,female,36.0,0,2,350405,,S,,
940,3,0,male,0.0,0,0,349253,,C,,
941,3,1,male,25.0,0,0,2654,F E57,C,10,
942,3,0,male,0.0,0,0,2624,,C,,
943,3,0,female,37.0,0,0,4135,,S,,
944,3,0,male,0.0,0,0,349217,,S,,
945,3,1,male,0.0,0,0,1601,,S,C,
946,3,0,male,0.0,0,0,1601,,S,,
947,3,1,female,22.0,0,0,C 7077,,S,13,
948,3,0,male,0.0,0,0,7935,,Q,,
949,3,1,male,26.0,0,0,1601,,S,14,
950,3,0,male,29.0,0,0,7545,,S,,
951,3,0,male,29.0,0,0,347067,,S,,
952,3,0,male,22.0,0,0,347065,,S,,
953,3,1,male,22.0,0,0,2620,,C,6,
954,3,0,male,0.0,3,1,4133,,S,,
955,3,0,female,0.0,3,1,4133,,S,,
956,3,0,female,0.0,3,1,4133,,S,,
957,3,0,female,0.0,3,1,4133,,S,,
958,3,0,female,0.0,0,4,4133,,S,,
959,3,0,male,32.0,0,0,STON/O 2. 3101292,,S,,
960,3,0,male,34.5,0,0,2683,,C,,196.0
961,3,0,female,0.0,1,0,370371,,Q,,
962,3,0,male,0.0,1,0,370371,,Q,,
963,3,0,male,36.0,0,0,LINE,,S,,
964,3,0,male,39.0,0,0,A/4 48871,,S,,
965,3,0,male,24.0,0,0,345781,,S,,
966,3,0,female,25.0,0,0,347071,,S,,
967,3,0,female,45.0,0,0,347073,,S,,
968,3,0,male,36.0,1,0,349910,,S,A,
969,3,0,female,30.0,1,0,349910,,S,A,
970,3,1,male,20.0,1,0,STON/O 2. 3101285,,S,15,
971,3,0,male,0.0,0,0,330971,,Q,,
972,3,0,male,28.0,0,0,1601,,S,,
973,3,0,male,0.0,0,0,S.O./P.P. 251,,S,,
974,3,0,male,30.0,1,0,A/5. 3336,,S,,
975,3,0,female,26.0,1,0,A/5. 3336,,S,,
976,3,0,male,0.0,0,0,1222,,S,,153.0
977,3,0,male,20.5,0,0,A/5 21173,,S,,
978,3,1,male,27.0,0,0,315098,,S,15,
979,3,0,male,51.0,0,0,347743,,S,,
980,3,1,female,23.0,0,0,347469,,S,10,
981,3,1,male,32.0,0,0,350403,,S,15,
982,3,0,male,0.0,0,0,349235,,S,,
983,3,0,male,0.0,0,0,C.A. 42795,,S,,
984,3,1,female,0.0,0,0,370370,,Q,15,
985,3,1,male,24.0,0,0,C 17369,,S,13,
986,3,0,male,22.0,0,0,STON/O 2. 3101275,,S,,
987,3,0,female,0.0,0,0,330924,,Q,,
988,3,0,male,0.0,0,0,AQ/4 3130,,Q,,
989,3,0,male,0.0,0,0,A/S 2816,,S,,
990,3,0,male,29.0,0,0,STON/O 2. 3101268,,S,,
991,3,1,male,0.0,0,0,2677,,C,15,
992,3,0,female,30.5,0,0,364850,,Q,,61.0
993,3,1,female,0.0,0,0,36866,,Q,16,
994,3,0,male,0.0,0,0,2655,F E46,C,,
995,3,0,male,35.0,0,0,349213,,C,,
996,3,0,male,33.0,0,0,349257,,S,,
997,3,1,female,0.0,0,0,2649,,C,C,
998,3,0,male,0.0,0,0,349255,,C,,
999,3,1,female,0.0,0,0,383123,,Q,15 16,
1000,3,1,male,0.0,0,0,367228,,Q,,
1001,3,1,female,0.0,2,0,367226,,Q,16,
1002,3,1,female,0.0,2,0,367226,,Q,16,
1003,3,1,male,0.0,2,0,367226,,Q,16,
1004,3,1,female,0.0,0,0,330932,,Q,13,
1005,3,0,male,0.0,0,0,36568,,Q,,
1006,3,1,female,0.0,0,0,330931,,Q,13,
1007,3,1,female,15.0,0,0,330923,,Q,,
1008,3,0,female,35.0,0,0,9232,,Q,,
1009,3,0,male,0.0,0,0,370372,,Q,,
1010,3,0,male,24.0,1,0,376566,,S,,
1011,3,0,female,19.0,1,0,376566,,S,,53.0
1012,3,0,female,0.0,0,0,370368,,Q,,
1013,3,0,female,0.0,0,0,SOTON/O.Q. 392087,,S,,
1014,3,0,female,0.0,0,0,343095,,S,,
1015,3,0,male,55.5,0,0,A.5. 11206,,S,,201.0
1016,3,0,male,0.0,0,0,368703,,Q,,
1017,3,1,male,21.0,0,0,345501,,S,15,
1018,3,0,male,0.0,0,0,359306,,S,,
1019,3,0,male,24.0,0,0,349233,,S,,
1020,3,0,male,21.0,0,0,349211,,S,,
1021,3,0,male,28.0,0,0,349207,,S,,
1022,3,0,male,0.0,0,0,349221,,S,,
1023,3,1,female,0.0,0,0,330980,,Q,16,
1024,3,0,male,25.0,0,0,348123,F G73,S,,309.0
1025,3,1,male,6.0,0,1,392096,E121,S,14,
1026,3,1,female,27.0,0,1,392096,E121,S,14,
1027,3,0,male,0.0,0,0,A4. 54510,,S,,
1028,3,1,female,0.0,1,0,371110,,Q,16,
1029,3,0,male,0.0,1,0,371110,,Q,,
1030,3,0,male,0.0,0,0,330877,,Q,,
1031,3,0,male,34.0,0,0,364506,,S,,
1032,3,0,male,0.0,0,0,372622,,Q,,
1033,3,1,male,0.0,0,0,312991,,S,B,
1034,3,1,male,0.0,1,1,2661,,C,C,
1035,3,1,male,0.0,1,1,2661,,C,C,
1036,3,1,female,0.0,0,2,2661,,C,C,
1037,3,1,female,0.0,0,0,2626,,C,,
1038,3,0,male,0.0,0,0,374746,,S,,
1039,3,1,female,0.0,0,0,35852,,Q,16,
1040,3,1,female,24.0,0,0,382653,,Q,15,
1041,3,0,male,0.0,0,0,A./5. 3235,,S,,
1042,3,1,female,0.0,1,0,367230,,Q,16,
1043,3,1,female,0.0,1,0,367230,,Q,16,
1044,3,1,female,0.0,0,0,36568,,Q,16,
1045,3,0,male,18.0,0,0,347078,,S,,
1046,3,0,male,22.0,0,0,349206,,S,,
1047,3,1,female,15.0,0,0,2667,,C,C,
1048,3,1,female,1.0,0,2,2653,,C,C,
1049,3,1,male,20.0,1,1,2653,,C,C,
1050,3,1,female,19.0,1,1,2653,,C,C,
1051,3,0,male,33.0,0,0,A./5. 3338,,S,,
1052,3,0,male,0.0,0,0,349218,,S,,
1053,3,0,male,0.0,0,0,2652,,C,,
1054,3,0,female,0.0,0,0,365237,,Q,,
1055,3,0,male,0.0,0,0,349234,,S,,
1056,3,1,male,12.0,1,0,2651,,C,C,
1057,3,1,female,14.0,1,0,2651,,C,C,
1058,3,0,female,29.0,0,0,3101297,,S,,
1059,3,0,male,28.0,0,0,363611,,S,,
1060,3,1,female,18.0,0,0,347066,,S,D,
1061,3,1,female,26.0,0,0,347470,,S,13,
1062,3,0,male,21.0,0,0,350410,,S,,
1063,3,0,male,41.0,0,0,SOTON/O2 3101272,,S,,
1064,3,1,male,39.0,0,0,STON/O 2. 3101289,,S,9,
1065,3,0,male,21.0,0,0,A/4. 39886,,S,,
1066,3,0,male,28.5,0,0,2697,,C,,181.0
1067,3,1,female,22.0,0,0,347081,,S,13,
1068,3,0,male,61.0,0,0,345364,,S,,
1069,3,0,male,0.0,1,0,370365,,Q,,
1070,3,0,male,0.0,0,0,330979,,Q,,
1071,3,1,female,0.0,1,0,370365,,Q,,
1072,3,0,male,0.0,0,0,334912,,Q,,
1073,3,0,male,0.0,0,0,371060,,Q,,
1074,3,0,male,0.0,0,0,366713,,Q,,
1075,3,0,male,23.0,0,0,7267,,S,,
1076,3,0,female,0.0,0,0,364856,,Q,,
1077,3,1,female,0.0,0,0,14311,,Q,D,
1078,3,1,female,0.0,0,0,330959,,Q,,
1079,3,1,female,22.0,0,0,347085,,S,C,
1080,3,1,male,0.0,0,0,368402,,Q,B,
1081,3,1,female,0.0,0,0,330919,,Q,13,
1082,3,1,male,9.0,0,1,C 17368,,S,13,
1083,3,0,male,28.0,0,0,C 4001,,S,,173.0
1084,3,0,male,42.0,0,1,4579,,S,,
1085,3,0,male,0.0,0,0,Fa 265302,,S,,
1086,3,0,female,31.0,0,0,350407,,S,,
1087,3,0,male,28.0,0,0,347464,,S,,
1088,3,1,male,32.0,0,0,347079,,S,A,
1089,3,0,male,20.0,0,0,6563,,S,,89.0
1090,3,0,female,23.0,0,0,315085,,S,,
1091,3,0,female,20.0,0,0,315096,,S,,
1092,3,0,male,20.0,0,0,315094,,S,,
1093,3,0,male,16.0,0,0,7534,,S,,
1094,3,1,female,31.0,0,0,349244,,S,,
1095,3,0,female,0.0,0,0,330909,,Q,,
1096,3,0,male,2.0,3,1,349909,,S,,4.0
1097,3,0,male,6.0,3,1,349909,,S,,
1098,3,0,female,3.0,3,1,349909,,S,,
1099,3,0,female,8.0,3,1,349909,,S,,
1100,3,0,female,29.0,0,4,349909,,S,,206.0
1101,3,0,male,1.0,4,1,3101295,,S,,
1102,3,0,male,7.0,4,1,3101295,,S,,
1103,3,0,male,2.0,4,1,3101295,,S,,
1104,3,0,male,16.0,4,1,3101295,,S,,
1105,3,0,male,14.0,4,1,3101295,,S,,
1106,3,0,female,41.0,0,5,3101295,,S,,
1107,3,0,male,21.0,0,0,315097,,S,,
1108,3,0,male,19.0,0,0,358585,,S,,
1109,3,0,male,0.0,0,0,3411,,C,,
1110,3,0,male,32.0,0,0,349242,,S,,
1111,3,0,male,0.75,1,1,SOTON/O.Q. 3101315,,S,,
1112,3,0,female,3.0,1,1,SOTON/O.Q. 3101315,,S,,
1113,3,0,female,26.0,0,2,SOTON/O.Q. 3101315,,S,,
1114,3,0,male,0.0,0,0,343271,,S,,
1115,3,0,male,0.0,0,0,345498,,S,,
1116,3,0,male,0.0,0,0,A/5 2817,,S,,
1117,3,0,male,21.0,0,0,STON/O 2. 3101294,,S,,
1118,3,0,male,25.0,0,0,STON/O 2. 3101291,,S,,
1119,3,0,male,22.0,0,0,A/5 21174,,S,,
1120,3,1,male,25.0,1,0,347083,,S,15,
1121,3,1,male,0.0,1,1,2668,,C,C,
1122,3,1,female,0.0,1,1,2668,F E69,C,D,
1123,3,1,female,0.0,0,2,2668,,C,D,
1124,3,0,female,0.0,0,0,330935,,Q,,
1125,3,0,male,24.0,0,0,342441,,S,,
1126,3,0,female,28.0,0,0,349245,,S,,
1127,3,0,male,19.0,0,0,349212,,S,,
1128,3,0,male,0.0,0,0,349215,,S,,
1129,3,0,male,25.0,1,0,347076,,S,,
1130,3,0,female,18.0,0,0,347087,,S,,
1131,3,1,male,32.0,0,0,SOTON/O.Q. 392078,E10,S,9,
1132,3,0,male,0.0,0,0,349227,,S,,
1133,3,0,male,17.0,0,0,315095,,S,,
1134,3,0,male,24.0,0,0,315092,,S,,
1135,3,0,male,0.0,0,0,349223,,S,,
1136,3,0,female,0.0,0,0,65305,,S,,
1137,3,0,male,0.0,0,0,2629,,C,,
1138,3,0,male,0.0,0,0,362316,,S,,
1139,3,0,male,38.0,0,0,349249,,S,,
1140,3,0,male,21.0,0,0,342684,,S,,
1141,3,0,male,10.0,4,1,382652,,Q,,
1142,3,0,male,4.0,4,1,382652,,Q,,
1143,3,0,male,7.0,4,1,382652,,Q,,
1144,3,0,male,2.0,4,1,382652,,Q,,
1145,3,0,male,8.0,4,1,382652,,Q,,
1146,3,0,female,39.0,0,5,382652,,Q,,327.0
1147,3,0,female,22.0,0,0,3101295,,S,,
1148,3,0,male,35.0,0,0,STON/O 2. 3101273,,S,,
1149,3,1,female,0.0,0,0,334915,,Q,13,
1150,3,0,male,0.0,0,0,364498,,S,,
1151,3,0,female,0.0,0,0,364498,,S,,
1152,3,0,male,50.0,1,0,A/5. 3337,,S,,119.0
1153,3,0,female,47.0,1,0,A/5. 3337,,S,,7.0
1154,3,0,male,0.0,0,0,S.C./A.4. 23567,,S,,
1155,3,0,male,0.0,0,0,312993,,S,,
1156,3,0,female,2.0,1,1,370129,,S,,
1157,3,0,male,18.0,1,1,370129,,S,,
1158,3,0,female,41.0,0,2,370129,,S,,
1159,3,1,female,0.0,0,0,342712,,S,C,
1160,3,0,male,50.0,0,0,A/5 3594,,S,,
1161,3,0,male,16.0,0,0,A/4. 20589,,S,,
1162,3,1,male,0.0,0,0,383162,,Q,14,
1163,3,0,male,0.0,0,0,371110,,Q,,
1164,3,0,male,0.0,0,0,2671,,C,,
1165,3,0,male,25.0,0,0,2672,,C,,
1166,3,0,male,0.0,0,0,2676,,C,,
1167,3,0,male,0.0,0,0,367655,,Q,,
1168,3,0,male,0.0,0,0,LP 1588,,S,,
1169,3,0,male,38.5,0,0,SOTON/O.Q. 3101262,,S,,32.0
1170,3,0,male,0.0,8,2,CA. 2343,,S,,
1171,3,0,male,14.5,8,2,CA. 2343,,S,,67.0
1172,3,0,female,0.0,8,2,CA. 2343,,S,,
1173,3,0,female,0.0,8,2,CA. 2343,,S,,
1174,3,0,female,0.0,8,2,CA. 2343,,S,,
1175,3,0,female,0.0,8,2,CA. 2343,,S,,
1176,3,0,male,0.0,8,2,CA. 2343,,S,,
1177,3,0,male,0.0,8,2,CA. 2343,,S,,
1178,3,0,male,0.0,8,2,CA. 2343,,S,,
1179,3,0,male,0.0,1,9,CA. 2343,,S,,
1180,3,0,female,0.0,1,9,CA. 2343,,S,,
1181,3,0,male,24.0,0,0,7266,,S,,
1182,3,1,female,21.0,0,0,343120,,S,C,
1183,3,0,male,39.0,0,0,3101296,,S,,
1184,3,0,male,0.0,2,0,2662,,C,,
1185,3,0,male,0.0,2,0,2662,,C,,
1186,3,0,male,0.0,2,0,2662,,C,,
1187,3,1,female,1.0,1,1,PP 9549,G6,S,13,
1188,3,1,female,24.0,0,2,PP 9549,G6,S,13,
1189,3,1,female,4.0,1,1,PP 9549,G6,S,13,
1190,3,1,male,25.0,0,0,345768,,S,11,
1191,3,0,male,20.0,0,0,A/5. 2151,,S,,
1192,3,0,male,24.5,0,0,342826,,S,,284.0
1193,3,0,male,0.0,0,0,36209,,Q,,
1194,3,0,male,0.0,0,0,349222,,S,,
1195,3,0,male,0.0,0,0,370374,,Q,,
1196,3,1,male,29.0,0,0,345779,,S,11,
1197,3,0,male,0.0,0,0,C.A. 6212,,S,,
1198,3,1,female,0.0,0,0,330968,,Q,,
1199,3,0,male,0.0,0,0,374910,,S,,
1200,3,0,male,0.0,0,0,SOTON/OQ 392082,,S,,
1201,3,0,male,22.0,0,0,2669,,C,,
1202,3,0,male,0.0,0,0,392092,,S,,
1203,3,0,male,40.0,0,0,349251,,S,,
1204,3,0,male,21.0,0,0,STON/O 2. 3101280,,S,,
1205,3,1,female,18.0,0,0,3101265,,S,16,
1206,3,0,male,4.0,3,2,347088,,S,,
1207,3,0,male,10.0,3,2,347088,,S,,
1208,3,0,female,9.0,3,2,347088,,S,,
1209,3,0,female,2.0,3,2,347088,,S,,
1210,3,0,male,40.0,1,4,347088,,S,,
1211,3,0,female,45.0,1,4,347088,,S,,
1212,3,0,male,0.0,0,0,349214,,S,,
1213,3,0,male,0.0,0,0,SOTON/OQ 392086,,S,,
1214,3,0,male,0.0,0,0,315037,,S,,
1215,3,0,male,0.0,0,0,384461,,Q,,
1216,3,1,female,0.0,0,0,335432,,Q,13,
1217,3,0,male,19.0,0,0,348124,F G73,S,,
1218,3,0,male,30.0,0,0,A.5. 18509,,S,,
1219,3,0,male,0.0,0,0,A.5. 3236,,S,,
1220,3,0,male,32.0,0,0,STON/OQ. 369943,,S,,
1221,3,0,male,0.0,0,0,349208,,S,,
1222,3,0,male,33.0,0,0,349239,,C,,
1223,3,1,female,23.0,0,0,CA. 2314,,S,C,
1224,3,0,male,21.0,0,0,A/4 45380,,S,,
1225,3,0,male,60.5,0,0,3701,,S,,261.0
1226,3,0,male,19.0,0,0,349205,,S,,
1227,3,0,female,22.0,0,0,7553,,S,,
1228,3,1,male,31.0,0,0,STON/O 2. 3101288,,S,9,
1229,3,0,male,27.0,0,0,315083,,S,,
1230,3,0,female,2.0,0,1,347054,G6,S,,
1231,3,0,female,29.0,1,1,347054,G6,S,,
1232,3,1,male,16.0,0,0,SOTON/OQ 392089,,S,B,
1233,3,1,male,44.0,0,0,STON/O 2. 3101269,,S,15,
1234,3,0,male,25.0,0,0,SOTON/OQ 392076,,S,,
1235,3,0,male,74.0,0,0,347060,,S,,
1236,3,1,male,14.0,0,0,7538,,S,13,
1237,3,0,male,24.0,0,0,350035,,S,,
1238,3,1,male,25.0,0,0,350033,,S,13 15,
1239,3,0,male,34.0,0,0,363294,,S,,176.0
1240,3,1,male,0.4167,0,1,2625,,C,16,
1241,3,0,male,0.0,1,0,2621,,C,,
1242,3,0,male,0.0,0,0,2681,,C,,
1243,3,0,male,0.0,0,0,2684,,C,,
1244,3,1,female,16.0,1,1,2625,,C,14,
1245,3,0,male,0.0,0,0,32302,,S,,
1246,3,0,male,0.0,1,0,376564,,S,,
1247,3,1,female,0.0,1,0,376564,,S,10,
1248,3,0,male,32.0,0,0,STON/O 2. 3101293,,S,,
1249,3,0,male,0.0,0,0,383121,F38,Q,,
1250,3,0,male,0.0,0,0,349216,,S,,
1251,3,0,male,30.5,0,0,364499,,S,,50.0
1252,3,0,male,44.0,0,0,364511,,S,,
1253,3,0,male,0.0,0,0,2673,,C,,
1254,3,1,male,25.0,0,0,LINE,,S,15,
1255,3,0,male,0.0,0,0,2641,,C,,
1256,3,1,male,7.0,1,1,2650,,C,C,
1257,3,1,female,9.0,1,1,2650,,C,C,
1258,3,1,female,29.0,0,2,2650,,C,C,
1259,3,0,male,36.0,0,0,349247,,S,,
1260,3,1,female,18.0,0,0,4138,,S,15,
1261,3,1,female,63.0,0,0,4134,,S,15,
1262,3,0,male,0.0,1,1,A/5. 851,,S,,
1263,3,0,male,11.5,1,1,A/5. 851,,S,,1.0
1264,3,0,male,40.5,0,2,A/5. 851,,S,,255.0
1265,3,0,female,10.0,0,2,345773,,S,,
1266,3,0,male,36.0,1,1,345773,,S,,
1267,3,0,female,30.0,1,1,345773,,S,,
1268,3,0,male,0.0,0,0,345777,,S,,
1269,3,0,male,33.0,0,0,345780,,S,,
1270,3,0,male,28.0,0,0,345770,,S,,
1271,3,0,male,28.0,0,0,345783,,S,,
1272,3,0,male,47.0,0,0,345765,,S,,
1273,3,0,female,18.0,2,0,345764,,S,,
1274,3,0,male,31.0,3,0,345763,,S,,
1275,3,0,male,16.0,2,0,345764,,S,,
1276,3,0,female,31.0,1,0,345763,,S,,
1277,3,1,male,22.0,0,0,2658,,C,13 15,
1278,3,0,male,20.0,0,0,350416,,S,,
1279,3,0,female,14.0,0,0,350406,,S,,
1280,3,0,male,22.0,0,0,349252,,S,,
1281,3,0,male,22.0,0,0,345767,,S,,
1282,3,0,male,0.0,0,0,359309,,S,,
1283,3,0,male,0.0,0,0,C.A. 49867,,S,,
1284,3,0,male,0.0,0,0,SOTON/OQ 3101316,,S,,
1285,3,0,male,32.5,0,0,345775,,S,,298.0
1286,3,1,female,38.0,0,0,2688,,C,C,
1287,3,0,male,51.0,0,0,347064,,S,,
1288,3,0,male,18.0,1,0,3101267,,S,,314.0
1289,3,0,male,21.0,1,0,3101266,,S,,
1290,3,1,female,47.0,1,0,363272,,S,,
1291,3,0,male,0.0,0,0,3410,,S,,
1292,3,0,male,0.0,0,0,S.O./P.P. 751,,S,,
1293,3,0,male,0.0,0,0,A/5 2466,,S,,
1294,3,0,male,28.5,0,0,54636,,S,,14.0
1295,3,0,male,21.0,0,0,SOTON/OQ 3101317,,S,,
1296,3,0,male,27.0,0,0,315154,,S,,131.0
1297,3,0,male,0.0,0,0,A/4. 34244,,S,,
1298,3,0,male,36.0,0,0,345771,,S,,
1299,3,0,male,27.0,1,0,2659,,C,C,
1300,3,1,female,15.0,1,0,2659,,C,,
1301,3,0,male,45.5,0,0,2628,,C,,312.0
1302,3,0,male,0.0,0,0,2647,,C,,
1303,3,0,male,0.0,0,0,2627,,C,,
1304,3,0,female,14.5,1,0,2665,,C,,328.0
1305,3,0,female,0.0,1,0,2665,,C,,
1306,3,0,male,26.5,0,0,2656,,C,,304.0
1307,3,0,male,27.0,0,0,2670,,C,,
1308,3,0,male,29.0,0,0,315082,,S,,
